profile_text,career_label,source,label_encoded,text_stripped,profile_text_clean
"Engineering professional skilled in roadmap, python. Targeting a role in Backend and Server-side Development. Focus area: Python/C Software Engineer.",SWE_BACKEND,postings,8,"Engineering professional skilled in roadmap, python",Engineering student with experience in python.
"Engineering professional skilled in spring boot, angular, spring, oracle, java, unix, sql. Targeting a role in Data Engineering and Pipelines. Focus area: Pl/Sql Developer W2 Only No C2C.",DATA_ENGINEER,postings,3,"Engineering professional skilled in spring boot, angular, spring, oracle, java, unix, sql","Engineering student with skills in spring boot, angular, spring, oracle, java, sql."
"Engineering professional skilled in machine learning, classification, reporting, excel. Targeting a role in Backend and Server-side Development. Focus area: Staff Software Engineer - Backend Data Classification.",SWE_BACKEND,postings,8,"Engineering professional skilled in machine learning, classification, reporting, excel","Engineering student with skills in machine learning, excel."
"Engineering professional skilled in kanban, scrum, sql. Targeting a role in Backend and Server-side Development. Focus area: Systems Engineer Iii Senior.",SWE_BACKEND,postings,8,"Engineering professional skilled in kanban, scrum, sql","Engineering student with skills in scrum, sql."
"Engineering professional skilled in information security, shell scripting, cybersecurity, kubernetes, redshift, python, oracle, docker. Targeting a role in Cybersecurity and Information Security. Focus area: Aws Cloud Security Developer.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, shell scripting, cybersecurity, kubernetes, redshift, python, oracle, docker","Engineering student with skills in information security, cybersecurity, kubernetes, redshift, python, oracle, docker."
"Engineering professional skilled in machine learning, data analysis. Targeting a role in AI and Machine Learning. Focus area: Language Data Scientist Artificial General Intelligence Agi.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, data analysis","Engineering student with skills in machine learning, data analysis."
"Engineering professional skilled in machine learning, data science. Targeting a role in AI and Machine Learning. Focus area: Director Data Science - Marketing.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, data science","Engineering student with skills in machine learning, data science."
"Engineering student in CSD with CGPA 6.3 out of 10. Skilled in Python, Machine Learning, Deep Learning, Statistics, PyTorch, SQL. Has completed 2 projects and 2 internship(s). Targeting AI and Machine Learning roles. Prefers mid-size product startup work environment.",AIML_ENGINEER,synthetic_college,0,"Engineering student in CSD with CGPA 6.3 out of 10. Skilled in Python, Machine Learning, Deep Learning, Statistics, PyTorch, SQL. Has completed 2 projects and 2 internship(s). Targeting AI and Machine Learning roles. Prefers mid-size product startup work environment","Engineering student with skills in machine learning, deep learning, statistics, pytorch, python, sql. CGPA 6.3."
"Engineering professional skilled in postgres, aws, tdd. Targeting a role in Data Engineering and Pipelines. Focus area: Api Data Engineer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in postgres, aws, tdd",Engineering student with experience in aws.
Engineering graduate in Commerce and Management with CGPA 6.6 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles.,PRODUCT_MANAGER,placement,7,Engineering graduate in Commerce and Management with CGPA 6.6 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles,Engineering student with experience in product management. CGPA 6.6.
"Engineering student in CSE with CGPA 8.5 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Power BI, Tableau, Statistics. Has completed 2 projects and 3 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers service-based company work environment.",DATA_ANALYST,synthetic_college,2,"Engineering student in CSE with CGPA 8.5 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Power BI, Tableau, Statistics. Has completed 2 projects and 3 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers service-based company work environment","Engineering student with skills in data analysis, statistics, power bi, tableau, excel, sql. CGPA 8.5."
"Engineering professional skilled in cybersecurity, devops, azure. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Lead Azure Cloud Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in cybersecurity, devops, azure","Engineering student with skills in cybersecurity, devops, azure."
"Engineering professional skilled in devops, agile, scrum. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Senior Cloud Devops Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in devops, agile, scrum","Engineering student with skills in devops, agile, scrum."
"Engineering professional skilled in microservices, spring boot, rest api, angular, spring, react, agile, scrum. Targeting a role in Backend and Server-side Development. Focus area: Java Full Stack Developer Core Java Jee Microservices Spring Boot Hibernate Rest Api Sql Angular/React.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, spring boot, rest api, angular, spring, react, agile, scrum","Engineering student with skills in spring boot, rest api, angular, spring, react, agile, scrum."
"Engineering professional skilled in verilog, soc, iot. Targeting a role in Embedded Systems and IoT. Focus area: Hardware Embedded.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in verilog, soc, iot",Engineering student with experience in verilog.
"Engineering professional skilled in information security, cybersecurity, docker, lambda, linux, aws. Targeting a role in Cybersecurity and Information Security. Focus area: Cloud Security Engineer - Remote In Or/Wa/Az/Ut/Tx.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, cybersecurity, docker, lambda, linux, aws","Engineering student with skills in information security, cybersecurity, docker, linux, aws."
"Engineering professional skilled in devops, agile. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Servicenow Platform And Systems Administrator Senior.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in devops, agile","Engineering student with skills in devops, agile."
"Engineering professional skilled in data analytics, oracle, sql. Targeting a role in Data Analytics and Business Intelligence. Focus area: Expert It Business Analyst Oracle Cc B Sql Remote.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, oracle, sql","Engineering student with skills in oracle, sql."
"Engineering professional skilled in microservices, kubernetes, devops, azure, ci/cd, aws, gcp. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Devops Engineer - W2 Role.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in microservices, kubernetes, devops, azure, ci/cd, aws, gcp","Engineering student with skills in kubernetes, devops, azure, ci/cd, aws, gcp."
"Engineering professional skilled in linux, c++. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer Local To Michigan.",SWE_BACKEND,postings,8,"Engineering professional skilled in linux, c++","Engineering student with skills in linux, c++."
